Rank,PlayerID,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
113,18000,Bronson Kaufusi,NYJ,TE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2
114,20361,Ross Dwelley,SF,TE,10,2,2,100,14,0,8,7,7,0,0,0,0,0,0,0.1,1.4
114,20196,Matt Flanagan,WAS,TE,2,1,1,100,14,0,14,14,14,0,0,0,0,0,0,0.7,1.4
116,18399,Hakeem Valles,DET,TE,3,3,2,66.7,11,0,6,3.7,5.5,0,0,0,0,0,0,0.4,1.1
117,14876,Dion Sims,CHI,TE,8,4,2,50,9,0,9,2.2,4.5,0,0,0,0,0,0,0.1,0.9
118,16491,Richard Rodgers,PHI,TE,6,1,1,100,7,0,7,7,7,0,0,0,0,0,0,0.1,0.7
119,19165,Johnny Mundt,LAR,TE,10,1,1,100,5,0,5,5,5,0,0,0,0,0,0,0,0.5
119,17154,Khari Lee,BUF,TE,2,1,1,100,5,0,5,5,5,0,0,0,0,0,0,0.2,0.5
121,17182,Gabe Holmes,ARI,TE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,18522,Cole Wick,SF,TE,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,18642,Alex Ellis,KC,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,19075,Mason Schreck,CIN,TE,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,19176,Darrell Daniels,ARI,TE,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,17219,Daniel Brown,CHI,TE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,20383,Nick Deluca,JAX,TE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,20332,Deon Yelder,KC,TE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,16988,Ben Koyack,JAX,TE,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,20019,James Looney,GB,TE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,16829,Clive Walford,NYJ,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,18094,Temarrick Hemingway,DEN,TE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,20370,Donnie Ernsberger,TB,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,16759,Jerome Cunningham,DET,TE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
